[2026-02-09 20:26:18] 🥳 Nila Command Center running at http://0.0.0.0:5555
[2026-02-09 20:26:18]    Using OpenClaw CLI for gateway data
[2026-02-10 15:20:04] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 15:20:04] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 15:20:08] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 15:20:10] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 15:20:11] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 15:20:12] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 15:21:04] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 15:21:04] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 15:21:04] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 15:21:04] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 15:21:04] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 15:21:08] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 15:21:10] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 15:21:11] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 15:21:11] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 15:22:04] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 15:22:04] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 15:22:04] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 15:22:04] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 15:22:04] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 15:22:10] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 15:22:12] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 15:22:12] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 15:22:13] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 15:23:04] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 15:23:04] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 15:23:04] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 15:23:04] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 15:23:04] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 15:23:07] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 15:23:09] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 15:23:09] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 15:23:10] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 15:24:04] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 15:24:04] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 15:24:04] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 15:24:04] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 15:24:04] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 15:24:08] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 15:24:12] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 15:24:12] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 15:24:13] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 15:25:04] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 15:25:04] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 15:25:04] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 15:25:04] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 15:25:04] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 15:25:08] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 15:25:10] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 15:25:10] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 15:25:11] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 15:26:04] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 15:26:04] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 15:26:04] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 15:26:04] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 15:26:04] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 15:26:07] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 15:26:10] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 15:26:10] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 15:26:10] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 15:27:04] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 15:27:04] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 15:27:04] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 15:27:04] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 15:27:05] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 15:27:07] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 15:27:10] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 15:27:10] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 15:27:11] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 15:28:04] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 15:28:04] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 15:28:04] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 15:28:04] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 15:28:04] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 15:28:07] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 15:28:09] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 15:28:10] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 15:28:10] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 15:29:04] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 15:29:04] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 15:29:04] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 15:29:04] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 15:29:04] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 15:29:07] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 15:29:10] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 15:29:10] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 15:29:10] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 15:30:04] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 15:30:04] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 15:30:04] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 15:30:04] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 15:30:04] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 15:30:07] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 15:30:10] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 15:30:10] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 15:30:10] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 15:31:04] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 15:31:04] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 15:31:04] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 15:31:04] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 15:31:04] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 15:31:07] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 15:31:10] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 15:31:10] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 15:31:11] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 15:32:04] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 15:32:04] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 15:32:04] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 15:32:04] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 15:32:04] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 15:32:07] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 15:32:10] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 15:32:10] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 15:32:10] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 15:33:04] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 15:33:04] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 15:33:04] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 15:33:04] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 15:33:04] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 15:33:07] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 15:33:10] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 15:33:10] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 15:33:10] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 15:34:04] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 15:34:04] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 15:34:04] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 15:34:04] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 15:34:04] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 15:34:08] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 15:34:10] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 15:34:10] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 15:34:11] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 15:35:04] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 15:35:04] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 15:35:04] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 15:35:04] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 15:35:04] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 15:35:07] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 15:35:10] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 15:35:10] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 15:35:10] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 15:36:04] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 15:36:04] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 15:36:04] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 15:36:04] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 15:36:05] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 15:36:07] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 15:36:10] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 15:36:10] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 15:36:10] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 15:37:04] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 15:37:04] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 15:37:04] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 15:37:04] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 15:37:04] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 15:37:07] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 15:37:10] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 15:37:10] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 15:37:10] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 15:38:04] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 15:38:04] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 15:38:04] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 15:38:04] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 15:38:04] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 15:38:08] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 15:38:12] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 15:38:12] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 15:38:13] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 15:39:04] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 15:39:04] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 15:39:04] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 15:39:04] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 15:39:04] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 15:39:09] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 15:39:12] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 15:39:12] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 15:39:13] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 15:40:04] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 15:40:04] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 15:40:04] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 15:40:04] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 15:40:04] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 15:40:07] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 15:40:10] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 15:40:10] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 15:40:10] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 15:41:04] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 15:41:04] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 15:41:04] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 15:41:04] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 15:41:04] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 15:41:07] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 15:41:10] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 15:41:10] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 15:41:10] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 15:42:04] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 15:42:04] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 15:42:04] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 15:42:04] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 15:42:04] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 15:42:07] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 15:42:09] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 15:42:09] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 15:42:10] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 15:43:04] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 15:43:04] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 15:43:04] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 15:43:04] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 15:43:04] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 15:43:07] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 15:43:10] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 15:43:10] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 15:43:11] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 15:44:04] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 15:44:04] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 15:44:04] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 15:44:04] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 15:44:04] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 15:44:08] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 15:44:10] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 15:44:10] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 15:44:11] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 15:45:04] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 15:45:04] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 15:45:04] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 15:45:04] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 15:45:04] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 15:45:07] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 15:45:10] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 15:45:10] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 15:45:11] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 15:46:04] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 15:46:04] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 15:46:04] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 15:46:04] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 15:46:04] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 15:46:08] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 15:46:10] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 15:46:10] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 15:46:11] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 15:47:04] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 15:47:04] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 15:47:04] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 15:47:04] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 15:47:04] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 15:47:07] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 15:47:09] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 15:47:10] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 15:47:10] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 15:48:04] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 15:48:04] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 15:48:04] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 15:48:04] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 15:48:04] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 15:48:07] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 15:48:10] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 15:48:10] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 15:48:10] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 15:49:04] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 15:49:04] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 15:49:04] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 15:49:04] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 15:49:04] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 15:49:08] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 15:49:10] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 15:49:10] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 15:49:11] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 15:50:04] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 15:50:04] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 15:50:04] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 15:50:04] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 15:50:04] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 15:50:07] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 15:50:10] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 15:50:10] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 15:50:11] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 15:51:04] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 15:51:04] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 15:51:04] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 15:51:04] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 15:51:04] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 15:51:07] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 15:51:10] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 15:51:10] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 15:51:10] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 15:52:04] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 15:52:04] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 15:52:04] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 15:52:04] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 15:52:04] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 15:52:07] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
